ind,project,pop,super_pop,gender,related,related_exclude,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
HG00253,1000 Genomes,GBR,EUR,female,false,false,-0.12328,-0.2465,-0.018864,0.088543,-0.0093418,0.0019891,-0.050993,-0.019834,8.531E-4,0.0095931,-0.006114,0.011497,-0.0017744,0.0094083,-0.001894,-0.0082284,0.0032769,-0.0073478,0.0030032,0.0046568
HG00254,1000 Genomes,GBR,EUR,female,false,false,-0.12101,-0.24764,-0.019696,0.086964,-0.011746,8.2738E-4,-0.048182,-0.026404,8.1004E-4,0.0054865,-0.0020302,0.01186,-0.0011704,0.001668,-0.0017141,-0.0056613,0.0023934,-0.012188,0.0053025,1.9899E-4
HG00255,1000 Genomes,GBR,EUR,female,false,false,-0.1226,-0.24567,-0.018023,0.085818,-0.0054201,0.0043991,-0.055335,-0.018222,-4.0558E-4,-0.0059934,-0.0013313,0.007572,-3.9625E-4,-6.0298E-4,-0.0012902,-0.010333,0.0012809,-0.012441,0.0041247,5.3094E-4
HG00256,1000 Genomes,GBR,EUR,male,false,false,-0.12416,-0.24741,-0.014132,0.088342,-0.0050871,0.0061897,-0.055232,-0.01945,0.003735,0.0044608,-0.0038021,0.013625,-0.0021532,0.0086027,-0.0026255,-0.0039712,0.0014105,-0.011962,-6.3221E-5,0.0066053
HG00257,1000 Genomes,GBR,EUR,female,false,false,-0.12075,-0.2497,-0.018949,0.085137,-0.0073441,0.0010657,-0.053221,-0.016238,-7.7146E-4,0.0016936,-1.7786E-4,0.0061005,-0.0048451,0.0061174,-0.0033911,-0.0064558,0.0022623,-0.0093497,0.002605,0.0030398
HG00258,1000 Genomes,GBR,EUR,female,false,false,-0.12438,-0.24779,-0.020325,0.094959,-0.010325,0.0032522,-0.051345,-0.019211,-2.5138E-4,0.0034434,-0.0031494,0.010673,8.4065E-4,0.0032904,-0.0048497,-0.005222,0.0015612,-0.0025305,-8.1117E-4,0.0015839
HG00259,1000 Genomes,GBR,EUR,female,false,false,-0.12208,-0.24831,-0.019151,0.092607,-0.0096558,2.2593E-4,-0.048032,-0.021521,-0.0051428,0.0015957,-0.006624,0.013845,-0.0024283,0.0026175,-8.6623E-4,-0.0057542,0.0090322,-0.008291,-0.0013404,0.0076777
HG00260,1000 Genomes,GBR,EUR,male,false,false,-0.12355,-0.2476,-0.021643,0.087333,-0.0085494,1.1019E-4,-0.051693,-0.019808,-0.0019022,-0.0013151,0.0014819,0.0045382,-2.062E-4,0.0065792,3.8276E-4,-0.0075097,0.0010342,-0.0064337,-0.0017703,-0.0036503
HG00261,1000 Genomes,GBR,EUR,female,false,false,-0.12273,-0.25187,-0.018912,0.092618,-0.010114,0.0015721,-0.047221,-0.013783,0.0013293,0.015181,-0.0068898,0.013507,-0.0021051,0.0038682,1.4564E-4,-0.0058368,0.0036792,-0.007225,-0.0020348,0.0058878
HG00262,1000 Genomes,GBR,EUR,female,false,false,-0.12662,-0.25424,-0.017708,0.086932,-0.0091522,0.0039627,-0.052854,-0.020529,-0.0029084,0.0037375,-0.0069537,0.010816,0.0019448,0.0094418,0.0032039,-0.010733,0.0067556,-0.0072651,0.0014947,0.012099
HG00263,1000 Genomes,GBR,EUR,female,false,false,-0.1225,-0.24993,-0.017961,0.086749,-0.010079,0.0043665,-0.05265,-0.017509,-6.8846E-4,0.005529,-0.0063163,0.011572,-0.0047096,0.0082099,0.0029325,-0.0054013,0.010272,-0.010573,-0.0061434,-7.1373E-4
HG00264,1000 Genomes,GBR,EUR,male,false,false,-0.12218,-0.24514,-0.021595,0.088412,-0.011857,6.2914E-4,-0.050097,-0.019941,-0.001052,0.0039738,-0.011407,0.01422,-0.0018665,0.0051767,0.0017627,-0.014144,0.0050394,-0.0073551,-0.004908,-3.6908E-4
HG00265,1000 Genomes,GBR,EUR,male,false,false,-0.12245,-0.25238,-0.01615,0.08687,-0.0083224,7.6718E-4,-0.058733,-0.02666,0.0037444,0.0064428,-2.3974E-4,0.008362,-0.0034887,0.0094237,-8.8545E-4,-0.0061111,0.006867,-0.0049307,-0.0012374,0.0066448
HG00266,1000 Genomes,FIN,EUR,female,false,false,-0.13053,-0.20842,-0.02376,0.07926,-0.0056851,0.0032528,-0.12313,-0.011123,-0.0042548,-0.036339,0.044405,-0.066374,0.008276,-0.0054126,-6.5736E-4,-0.014206,-0.029217,0.06271,0.0018787,-0.015712
HG00267,1000 Genomes,FIN,EUR,male,false,false,-0.1348,-0.19984,-0.025144,0.080137,-0.010175,0.0040179,-0.13749,-0.01163,-0.0034062,-0.03591,0.045755,-0.062864,0.011609,-0.0082482,-0.0041411,-0.015843,-0.025079,0.073768,0.0030226,-0.0097749
HG00268,1000 Genomes,FIN,EUR,female,false,false,-0.13061,-0.21551,-0.024249,0.084407,-0.0083154,0.0038897,-0.12227,-0.021737,-0.0043125,-0.029073,0.036889,-0.050156,0.011904,-3.6685E-4,-0.0011536,-0.0015554,-0.017139,0.054577,-0.0026103,-0.0072982
HG00269,1000 Genomes,FIN,EUR,female,false,false,-0.13281,-0.2066,-0.026448,0.076133,-0.010146,0.0047347,-0.13685,-0.01583,-0.0088648,-0.037264,0.046666,-0.062179,0.012453,-0.0040786,5.9759E-4,-0.013609,-0.031552,0.070537,-0.0040226,-0.0048933
HG00271,1000 Genomes,FIN,EUR,male,false,false,-0.13634,-0.19618,-0.026419,0.080148,-0.0068986,0.002932,-0.15006,-0.018569,-0.005134,-0.026668,0.048679,-0.081899,0.0064213,-0.0035742,-0.0039777,-0.011567,-0.033029,0.079767,-0.0067168,-0.010648
HG00272,1000 Genomes,FIN,EUR,female,false,false,-0.13421,-0.19295,-0.029639,0.074401,-0.0063524,0.0013128,-0.1347,-0.017787,-0.0066972,-0.03855,0.049778,-0.075811,0.015267,-0.0053265,-1.5048E-4,-0.011526,-0.027053,0.075051,-0.0038332,-0.0084289
HG00273,1000 Genomes,FIN,EUR,male,false,false,-0.13192,-0.20991,-0.028405,0.079775,-0.0082859,0.00278,-0.11903,-0.016829,-0.0052468,-0.028478,0.041373,-0.054129,0.010296,-0.0083642,-4.8116E-4,-0.01244,-0.02405,0.058181,-0.0033304,-0.0068476
HG00274,1000 Genomes,FIN,EUR,female,false,false,-0.1335,-0.2095,-0.03232,0.086478,-0.0092989,0.0037529,-0.12144,-0.012981,-0.0062697,-0.025718,0.039248,-0.053694,0.010787,-0.0049234,5.2082E-4,-0.011386,-0.029102,0.060013,-0.0059365,-0.0031221
HG00275,1000 Genomes,FIN,EUR,female,false,false,-0.13133,-0.21458,-0.02728,0.079782,-0.011027,-9.979E-4,-0.11902,-0.020781,-0.0081101,-0.031499,0.033243,-0.04005,0.003582,-0.0045835,-0.003877,-0.0080451,-0.017877,0.056135,0.0050286,-0.0035241
HG00276,1000 Genomes,FIN,EUR,female,false,false,-0.13033,-0.20848,-0.03051,0.078257,-0.014944,0.0051851,-0.12582,-0.01236,-0.005852,-0.036322,0.038179,-0.06007,0.0059434,-0.0044594,-0.0011657,-0.010364,-0.029216,0.063425,0.0039946,0.0013005
HG00277,1000 Genomes,FIN,EUR,male,false,false,-0.13185,-0.21983,-0.028215,0.07625,-0.0098736,-4.9791E-4,-0.10979,-0.021002,-0.0010101,-0.023681,0.033076,-0.035948,0.0096095,-0.00208,-0.0031149,-0.011639,-0.018816,0.041201,-0.0017722,-0.0044376
HG00278,1000 Genomes,FIN,EUR,male,false,false,-0.13345,-0.20589,-0.025604,0.074584,-0.0065061,0.0025348,-0.12944,-0.014609,-0.0074454,-0.03418,0.040387,-0.062169,0.011575,3.0479E-4,-0.0013243,-0.014577,-0.030306,0.076558,-0.0040971,-0.011562
HG00280,1000 Genomes,FIN,EUR,male,false,false,-0.13501,-0.20839,-0.02751,0.081974,-0.0082231,3.7583E-4,-0.13279,-0.015039,-0.0050868,-0.02555,0.040104,-0.063845,0.0078798,-0.0024551,-2.4283E-4,-0.0098065,-0.02281,0.065086,-0.003392,-0.0057291
HG00281,1000 Genomes,FIN,EUR,female,false,false,-0.13689,-0.21077,-0.029714,0.074731,-0.0071481,0.0037966,-0.12481,-0.01549,-0.006141,-0.035046,0.034553,-0.051017,0.008865,-0.0056562,0.0024729,-0.012398,-0.031137,0.058518,0.0016705,-0.009645
HG00282,1000 Genomes,FIN,EUR,female,false,false,-0.13356,-0.20643,-0.023523,0.081954,-0.0097667,0.0071117,-0.12948,-0.0098601,-0.0034368,-0.030809,0.035241,-0.052823,0.01012,-6.7127E-4,4.7834E-4,-0.009206,-0.024886,0.059636,-0.002996,-0.0041486
HG00284,1000 Genomes,FIN,EUR,male,false,false,-0.137,-0.2093,-0.026286,0.077744,-0.0092495,0.0024551,-0.12936,-0.015475,-0.0056431,-0.032006,0.040845,-0.057507,0.01414,2.2192E-4,-0.0030125,-0.015211,-0.020006,0.066618,0.0046177,-0.010445
HG00285,1000 Genomes,FIN,EUR,female,false,false,-0.13337,-0.19988,-0.029784,0.077463,-0.0020876,7.5935E-4,-0.13567,-0.017268,-0.0034931,-0.036369,0.046677,-0.067974,0.0077589,-0.0019034,-0.0036453,-0.011081,-0.032782,0.082171,-0.0021967,-0.011452
HG00288,1000 Genomes,FIN,EUR,female,false,false,-0.13529,-0.20803,-0.022407,0.074217,-0.007118,0.0066471,-0.14075,-0.018015,-0.0030101,-0.038136,0.049527,-0.068024,0.012117,-0.0073474,-0.0029719,-0.014743,-0.032703,0.067546,-0.0060521,-0.010793
HG00290,1000 Genomes,FIN,EUR,male,false,false,-0.13711,-0.2006,-0.027123,0.073055,-0.0084137,0.0046341,-0.14322,-0.016535,-0.0085652,-0.04399,0.052661,-0.07025,0.010754,-2.5244E-4,0.0022936,-0.018514,-0.024993,0.069835,-0.0026286,-0.0048437
HG00304,1000 Genomes,FIN,EUR,female,false,false,-0.13166,-0.20735,-0.030773,0.07675,-0.011644,0.0039949,-0.14138,-0.019163,-0.0046622,-0.038962,0.050362,-0.067254,0.0095036,-0.0026291,-0.001601,-0.010749,-0.038561,0.075987,2.1574E-4,-0.0062596
HG00306,1000 Genomes,FIN,EUR,female,false,false,-0.13318,-0.21669,-0.0232,0.080346,-0.0072741,1.6936E-4,-0.11641,-0.018616,-0.0062755,-0.023643,0.028151,-0.042659,0.0087419,0.0014052,-0.0020667,-0.0066596,-0.017625,0.04744,0.0033478,-2.205E-4
HG00308,1000 Genomes,FIN,EUR,male,false,false,-0.13027,-0.20119,-0.024623,0.080944,-0.010762,0.008281,-0.12143,-0.018039,-0.0056736,-0.032842,0.041796,-0.053318,0.011719,-0.0085031,1.9261E-4,-0.0063375,-0.020705,0.056899,-0.0022999,-1.9025E-4
HG00309,1000 Genomes,FIN,EUR,female,false,false,-0.13139,-0.20654,-0.028652,0.079732,-0.0066679,0.0029959,-0.12712,-0.01328,-0.0054202,-0.039243,0.040283,-0.054315,0.0078356,-0.0033077,-0.0025133,-0.012354,-0.024521,0.062341,-0.0059471,-0.0083296
HG00310,1000 Genomes,FIN,EUR,male,false,false,-0.12942,-0.21564,-0.023264,0.082537,-0.012905,0.0013367,-0.11907,-0.019028,-0.005808,-0.025452,0.0316,-0.05127,0.0028768,-0.0020168,0.0023407,-0.011043,-0.027337,0.044952,0.0010788,-0.0017834
HG00311,1000 Genomes,FIN,EUR,male,false,false,-0.13274,-0.22441,-0.028487,0.083356,-0.011472,0.0058095,-0.11107,-0.016278,-0.0014054,-0.017552,0.028786,-0.042311,0.010318,0.0017264,-0.0014369,-0.0086122,-0.015163,0.039528,-0.0034522,-0.0088219
HG00313,1000 Genomes,FIN,EUR,female,false,false,-0.13378,-0.20285,-0.028232,0.078554,-0.0098077,9.9067E-4,-0.13674,-0.013282,-0.0049246,-0.030202,0.044582,-0.068358,0.011779,-0.0030989,-0.0013423,-0.010987,-0.020589,0.065779,7.031E-4,-0.0022596
HG00315,1000 Genomes,FIN,EUR,female,false,false,-0.13298,-0.207,-0.03363,0.078351,-0.011144,0.0027993,-0.12392,-0.01586,-0.0041967,-0.033624,0.041848,-0.052339,0.007093,-0.0066357,0.0011278,-0.011107,-0.02312,0.06854,-0.002531,-0.0074543
HG00318,1000 Genomes,FIN,EUR,female,false,false,-0.13169,-0.21763,-0.026227,0.078536,-0.010661,0.0027011,-0.11937,-0.014454,-0.0068409,-0.02808,0.035119,-0.051507,0.0069072,-7.2314E-4,-0.0018505,-0.009328,-0.017835,0.055996,5.8003E-4,-0.0042386
HG00319,1000 Genomes,FIN,EUR,female,false,false,-0.13166,-0.20774,-0.027367,0.078709,-0.0091745,0.0017701,-0.12878,-0.016011,-0.0056026,-0.033277,0.041512,-0.057377,0.009276,-0.0048347,-0.0013177,-0.014249,-0.028457,0.069454,-0.0012209,-0.0094522
HG00320,1000 Genomes,FIN,EUR,female,false,false,-0.13426,-0.20805,-0.029682,0.078718,-0.0097977,0.0024376,-0.11766,-0.015879,-0.0046212,-0.030054,0.036674,-0.058661,0.0096927,-0.0011256,-0.005327,-0.0080775,-0.021525,0.042527,-2.7715E-4,-0.0071961
HG00321,1000 Genomes,FIN,EUR,male,false,false,-0.13537,-0.2024,-0.029296,0.075763,-0.010608,0.0023089,-0.12503,-0.016719,-0.0053244,-0.031418,0.040514,-0.056615,0.0080525,-0.0038324,-0.0033403,-0.011383,-0.020928,0.062148,7.9415E-4,-0.0065332
HG00323,1000 Genomes,FIN,EUR,female,false,false,-0.13346,-0.19928,-0.025113,0.081064,-0.0061122,0.0036873,-0.1407,-0.018642,-0.0069631,-0.040117,0.046866,-0.070239,0.011153,-0.0039286,-0.001048,-0.011602,-0.033256,0.083805,-0.0038717,-0.0033625
HG00324,1000 Genomes,FIN,EUR,female,false,false,-0.13173,-0.20278,-0.032317,0.079309,-0.0090532,0.0052207,-0.14437,-0.014762,-0.0055621,-0.033383,0.051914,-0.074002,0.01016,-0.0077675,-0.0012745,-0.016075,-0.034192,0.079331,-0.0051863,-0.0040315
HG00325,1000 Genomes,FIN,EUR,male,false,false,-0.13954,-0.19762,-0.029778,0.080846,-0.0085514,0.0018548,-0.14244,-0.016157,-0.0050625,-0.041381,0.053488,-0.078518,0.011905,-0.0018318,-8.8466E-4,-0.018946,-0.029017,0.080625,-0.0049114,-0.013943
HG00326,1000 Genomes,FIN,EUR,female,false,false,-0.13385,-0.20887,-0.024953,0.083081,-0.0081932,0.0040056,-0.12969,-0.013239,-0.0048436,-0.034418,0.043647,-0.062507,0.010191,-0.0083728,6.1786E-4,-0.0099406,-0.019044,0.062941,-0.0031873,-0.0023834
HG00327,1000 Genomes,FIN,EUR,female,false,false,-0.13035,-0.20928,-0.025918,0.07936,-0.010271,0.0050365,-0.13236,-0.017413,-0.0032928,-0.031149,0.041076,-0.055661,0.0098467,-8.2931E-4,-0.0012912,-0.0086747,-0.023347,0.06575,-0.0015787,0.0015352
HG00328,1000 Genomes,FIN,EUR,female,false,false,-0.13457,-0.21335,-0.029402,0.080918,-0.0085939,0.004583,-0.12941,-0.015765,-0.0054979,-0.025586,0.040946,-0.05379,0.0089557,-0.0024148,-0.0021977,-0.0084289,-0.026654,0.061457,0.0010871,-0.0088476
HG00329,1000 Genomes,FIN,EUR,male,false,false,-0.12933,-0.21423,-0.024485,0.079194,-0.0041458,0.0012904,-0.11264,-0.016124,-0.0069524,-0.024285,0.035742,-0.048893,0.0055617,-0.0015813,7.215E-4,-0.023582,-0.020931,0.05729,0.0055607,-0.0060133
HG00330,1000 Genomes,FIN,EUR,female,false,false,-0.12981,-0.20921,-0.026677,0.079595,-0.014724,0.0012712,-0.12416,-0.014688,-0.0031736,-0.022678,0.037522,-0.045863,0.0087901,-0.0027336,0.001421,-0.0083215,-0.022349,0.052456,-0.0043345,-6.9594E-5
HG00331,1000 Genomes,FIN,EUR,female,false,false,-0.13223,-0.21254,-0.030162,0.079926,-0.0039531,0.0045746,-0.11931,-0.010074,-0.0059516,-0.033071,0.036645,-0.049015,0.0094148,0.003949,-0.0031877,-0.012351,-0.021445,0.057584,0.0024604,-0.0096258
HG00332,1000 Genomes,FIN,EUR,female,false,false,-0.13044,-0.21037,-0.02623,0.078926,-0.0066343,7.3575E-4,-0.11224,-0.014121,-0.0082582,-0.029366,0.035959,-0.052559,0.01106,-8.6406E-4,-0.0032919,-0.0064288,-0.019127,0.056437,0.0025677,-0.010982
HG00334,1000 Genomes,FIN,EUR,female,false,false,-0.13231,-0.22,-0.028407,0.082243,-0.012127,0.0043978,-0.11993,-0.019203,-0.0065882,-0.029598,0.03368,-0.046235,0.0050474,-2.1635E-4,0.0032804,-0.012958,-0.022666,0.047654,-3.6936E-4,-0.0083191
HG00335,1000 Genomes,FIN,EUR,male,false,false,-0.13231,-0.21387,-0.02478,0.084885,-0.010528,0.0059296,-0.13246,-0.013781,-0.0057472,-0.032422,0.042309,-0.059597,0.0055427,-8.5524E-4,-0.0044398,-0.015631,-0.031436,0.067993,-0.002635,-0.015396
HG00336,1000 Genomes,FIN,EUR,male,false,false,-0.13428,-0.20416,-0.023502,0.080865,-0.006988,0.0019401,-0.12923,-0.011386,-0.0079796,-0.033836,0.043975,-0.063424,0.0082746,0.0069438,0.0028268,-0.0088288,-0.029224,0.060728,-0.0015394,-0.01263
HG00337,1000 Genomes,FIN,EUR,female,false,false,-0.13071,-0.2165,-0.02877,0.083072,-0.0077332,0.0037069,-0.12113,-0.01562,-0.0068676,-0.03201,0.034745,-0.04778,0.013507,-0.0029195,-0.0025863,-0.011038,-0.022836,0.048909,0.0032895,-3.7089E-4
HG00338,1000 Genomes,FIN,EUR,male,false,false,-0.12996,-0.21008,-0.028934,0.082094,-0.010423,0.0022587,-0.13146,-0.015843,-0.0089652,-0.035543,0.044561,-0.062156,0.010075,-2.3672E-4,-3.0156E-5,-0.016877,-0.027453,0.063907,-3.5206E-4,2.2598E-4
HG00339,1000 Genomes,FIN,EUR,female,false,false,-0.12938,-0.20662,-0.023833,0.079415,-0.010743,0.0045142,-0.12313,-0.020097,-0.0026694,-0.023066,0.033534,-0.050349,0.00944,0.0035615,3.5338E-4,-0.016298,-0.024128,0.057599,1.3107E-4,-0.0055958
HG00341,1000 Genomes,FIN,EUR,male,false,false,-0.12304,-0.21741,-0.019735,0.077213,-0.0017107,0.0051889,-0.07856,-0.0073946,-0.0047179,-0.027006,0.025756,-0.040969,0.0012616,-0.0013334,-0.002336,-0.012271,-0.014837,0.041318,-0.0022933,7.3684E-4
HG00342,1000 Genomes,FIN,EUR,male,false,false,-0.13458,-0.20513,-0.027214,0.08119,-0.0073054,0.0025548,-0.13594,-0.013966,-0.0047849,-0.032048,0.042384,-0.0659,0.012506,-0.0017526,-0.0016028,-0.0079786,-0.028026,0.073168,-0.0029742,0.0047052
HG00343,1000 Genomes,FIN,EUR,female,false,false,-0.13072,-0.21009,-0.028163,0.081542,-0.011599,0.0061611,-0.13045,-0.011524,-0.0035141,-0.031067,0.043599,-0.056066,0.0067292,-0.0027791,-0.0023563,-0.014278,-0.023873,0.066618,-0.0012815,-0.0046267
HG00344,1000 Genomes,FIN,EUR,female,false,false,-0.13064,-0.22987,-0.023164,0.080637,-0.0085756,0.0019875,-0.097366,-0.021394,-0.008949,-0.017544,0.022626,-0.022779,0.0021838,-0.0044271,8.232E-4,-0.010073,-0.0087815,0.024101,0.0065108,-0.0042755
HG00345,1000 Genomes,FIN,EUR,male,false,false,-0.13316,-0.20809,-0.026593,0.08037,-0.009004,0.0040618,-0.12954,-0.01925,-0.0043861,-0.027451,0.040643,-0.060043,0.0096562,-0.0043919,0.0020342,-0.010305,-0.02539,0.068093,0.0016271,-0.0044983
HG00346,1000 Genomes,FIN,EUR,female,false,false,-0.13269,-0.21434,-0.028575,0.082656,-0.010942,0.0010999,-0.12278,-0.024617,-0.0053716,-0.029142,0.034349,-0.046354,0.0072895,5.3115E-4,-0.0055682,-0.0043727,-0.025314,0.057662,-0.0096731,-0.004983
HG00349,1000 Genomes,FIN,EUR,female,false,false,-0.13263,-0.20514,-0.024796,0.080718,-0.012521,0.0027057,-0.13547,-0.015106,-0.0035948,-0.029383,0.043734,-0.059737,0.0075935,0.0012535,-0.0020408,-0.005699,-0.028039,0.062125,0.0029547,-0.0090236
HG00350,1000 Genomes,FIN,EUR,female,false,false,-0.1269,-0.2267,-0.022989,0.082565,-0.0083037,0.005573,-0.10011,-0.018895,-0.007363,-0.020924,0.022229,-0.021815,0.0045621,0.0035269,-0.0041801,-0.015094,-0.009788,0.029207,0.0015749,-0.0044373
HG00351,1000 Genomes,FIN,EUR,male,false,false,-0.13411,-0.21108,-0.026598,0.08208,-0.010937,0.0022843,-0.13109,-0.018408,-0.0054272,-0.030679,0.042244,-0.059442,0.0092986,-0.0012974,-0.0029744,-0.0075872,-0.026571,0.065813,-3.0294E-4,-0.0030755
HG00353,1000 Genomes,FIN,EUR,female,false,false,-0.13729,-0.20647,-0.027695,0.080716,-0.01016,2.4691E-4,-0.12628,-0.018031,-0.0036956,-0.032129,0.044541,-0.064015,0.012178,-0.0035505,-4.8591E-4,-0.0097951,-0.025717,0.057459,-0.0056357,-0.0087298
HG00355,1000 Genomes,FIN,EUR,female,false,false,-0.13433,-0.21327,-0.028468,0.079947,-0.0066823,0.002545,-0.12131,-0.013694,-0.0057413,-0.02212,0.031812,-0.045922,0.0086881,-0.0041956,0.002732,-0.0072485,-0.023323,0.050477,0.0026084,-0.005923
HG00356,1000 Genomes,FIN,EUR,female,false,false,-0.1322,-0.21178,-0.027518,0.077443,-0.011998,0.0018763,-0.12282,-0.016504,-0.0060574,-0.035397,0.044838,-0.051317,0.0059214,-0.003275,-2.7336E-4,-0.01512,-0.026006,0.05505,-0.0033984,-0.0094941
HG00357,1000 Genomes,FIN,EUR,female,false,false,-0.13465,-0.21554,-0.025076,0.081491,-0.0062519,0.0018763,-0.12369,-0.017417,-0.0024618,-0.020673,0.03979,-0.057023,0.0075351,0.0050436,-0.0019758,-0.01534,-0.025892,0.063948,-0.003575,-0.0062464
HG00358,1000 Genomes,FIN,EUR,male,false,false,-0.13454,-0.20244,-0.035428,0.081804,-0.010736,0.006907,-0.14834,-0.015004,-0.005202,-0.039098,0.056747,-0.084719,0.01202,-0.0066984,-0.0012039,-0.010599,-0.032755,0.088915,-1.1798E-4,-0.0063144
HG00360,1000 Genomes,FIN,EUR,male,false,false,-0.13244,-0.21428,-0.024302,0.080444,-0.014219,0.0010868,-0.12197,-0.018017,-0.0044732,-0.026797,0.036784,-0.055282,0.010755,0.0017496,-6.1619E-4,-0.0092458,-0.023184,0.05407,-0.0029904,-0.0046387
HG00362,1000 Genomes,FIN,EUR,female,false,false,-0.13258,-0.21114,-0.029223,0.075659,-0.0085667,0.0060001,-0.12354,-0.020608,-0.0085634,-0.027525,0.036979,-0.049155,0.0083505,-0.0034163,6.2139E-4,-0.011521,-0.027466,0.055725,-0.0025245,-0.0079727
HG00364,1000 Genomes,FIN,EUR,female,false,false,-0.13438,-0.20954,-0.030191,0.080561,-0.0044584,0.0051814,-0.12133,-0.018587,-0.006937,-0.029309,0.035589,-0.058765,0.010099,6.1693E-4,-0.0014076,-0.017194,-0.021812,0.057038,0.0029616,-8.2919E-4
HG00365,1000 Genomes,FIN,EUR,female,false,false,-0.1331,-0.207,-0.03089,0.077287,-0.010215,0.0022485,-0.13994,-0.013898,-0.0077073,-0.038175,0.047757,-0.074101,0.011573,0.0010808,-0.0036601,-0.014577,-0.032298,0.07306,-5.2601E-4,7.4651E-4
HG00366,1000 Genomes,FIN,EUR,male,false,false,-0.13432,-0.21009,-0.030606,0.076624,-0.0096355,0.0010868,-0.12282,-0.013534,-0.0079979,-0.0379,0.044402,-0.056082,0.012426,-0.0050816,-0.002546,-0.017355,-0.027092,0.062044,-0.0011817,-0.0072427
HG00367,1000 Genomes,FIN,EUR,female,false,false,-0.13509,-0.20543,-0.029211,0.080154,-0.0037099,0.0024018,-0.11734,-0.0146,-0.0035652,-0.028554,0.039694,-0.045171,0.0085541,-0.0056201,0.001763,-0.0096359,-0.022337,0.055273,-0.0081129,-0.0070347
HG00368,1000 Genomes,FIN,EUR,female,false,false,-0.13589,-0.20089,-0.030626,0.076463,-0.014501,0.0054418,-0.15385,-0.013541,-0.002047,-0.039471,0.056969,-0.077891,0.01517,-0.012889,-0.0012235,-0.0093354,-0.031827,0.079452,-3.0462E-4,-0.013067
HG00369,1000 Genomes,FIN,EUR,male,false,false,-0.13352,-0.20644,-0.03267,0.08031,-0.0023862,0.0050261,-0.13746,-0.0151,-0.0054016,-0.040317,0.044362,-0.066277,0.011907,-0.0020147,-0.0047985,-0.011721,-0.025428,0.062133,-0.0058514,-0.0087231
HG00371,1000 Genomes,FIN,EUR,male,false,false,-0.13312,-0.20983,-0.028361,0.075074,-0.0081708,0.0040058,-0.12655,-0.017742,-0.0066219,-0.030836,0.042052,-0.058656,0.0091196,-0.0011099,-0.0023734,-0.010063,-0.024701,0.065385,5.2993E-4,-0.0084696
HG00372,1000 Genomes,FIN,EUR,male,false,false,-0.13767,-0.20825,-0.028299,0.081076,-0.01127,0.0028526,-0.1261,-0.018115,-0.0025653,-0.028269,0.033316,-0.054954,0.0062126,-0.0077945,-0.0021423,-0.010436,-0.023651,0.058658,-8.9264E-4,-0.0021493
HG00373,1000 Genomes,FIN,EUR,female,false,false,-0.13771,-0.19879,-0.029581,0.07752,-0.0052864,0.0023041,-0.13431,-0.012421,-0.0046438,-0.036366,0.048562,-0.070276,0.010985,-0.0019301,-0.0024794,-0.0095934,-0.032411,0.077606,-0.003979,-0.0055323
HG00375,1000 Genomes,FIN,EUR,male,false,false,-0.13185,-0.2112,-0.026022,0.080525,-0.0079045,0.0020736,-0.13596,-0.021556,-0.0069232,-0.028757,0.045078,-0.061718,0.013319,-6.917E-4,2.3032E-4,-0.009634,-0.026458,0.06186,-0.0028439,-0.0074203
HG00376,1000 Genomes,FIN,EUR,female,false,false,-0.13205,-0.22083,-0.02708,0.080426,-0.010247,0.0044413,-0.12121,-0.01647,-0.0056674,-0.022617,0.034762,-0.045376,0.0058379,0.0017644,-0.0042839,-0.0099575,-0.020362,0.049902,-0.0022625,0.0035802
HG00378,1000 Genomes,FIN,EUR,female,false,false,-0.13177,-0.20842,-0.027558,0.080893,-0.0076295,0.0020673,-0.13241,-0.020916,-0.0048438,-0.02946,0.04428,-0.057105,0.010708,-0.0038432,0.0010884,-0.011167,-0.027647,0.062825,-7.443E-4,5.865E-4
HG00379,1000 Genomes,FIN,EUR,female,false,false,-0.134,-0.21202,-0.025708,0.075447,-0.011044,-3.2287E-4,-0.12663,-0.017586,-0.0032278,-0.035252,0.040055,-0.048294,0.01404,-0.0010773,3.8458E-4,-0.0094593,-0.026116,0.058422,5.9311E-5,0.0032861
HG00380,1000 Genomes,FIN,EUR,female,false,false,-0.12845,-0.22508,-0.023329,0.084073,-0.012272,0.0028048,-0.10561,-0.019527,-0.003516,-0.022654,0.026075,-0.036318,0.0050007,0.0064583,-0.0061438,-0.012913,-0.018779,0.036713,0.0055893,-0.0040175
HG00381,1000 Genomes,FIN,EUR,female,false,false,-0.13277,-0.21143,-0.029685,0.080073,-0.006773,0.0023427,-0.13202,-0.022537,-0.0040491,-0.031234,0.043074,-0.059407,0.012741,-0.0072267,-0.0018903,-0.005324,-0.024765,0.067143,-0.001242,-0.011795
HG00382,1000 Genomes,FIN,EUR,male,false,false,-0.13134,-0.20142,-0.030248,0.075415,-0.010386,5.4183E-4,-0.14256,-0.011327,-0.0046231,-0.03426,0.04201,-0.074195,0.010838,-0.0037077,-7.6442E-4,-0.0096897,-0.03176,0.071666,-3.7292E-4,-0.01139
